name,date,lang,dur,genre,direc,act,c_rate,u_rate,desc,poster
The Twilight Saga: Breaking Dawn - Part 2,"23 Nov, 2012",['English'],1 hr 40 mins,Action,Bill Condon,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",3.0,2.7,,"https://static.toiimg.com/thumb/msid-61238333,width-219,height-317,imgsize-35715/61238333.jpg"
Wreck-It Ralph,"02 Nov, 2012",['English'],1 hr 48 mins,Animation,Rich Moore,"['Sarah Silverman', 'Jane Lynch', 'Jack McBrayer']",4.0,3.1,"The film is remarkable in that it takes you on a multi-generational gaming trip, sparking off an aching nostalgia for all things retro while keeping true to its real story.","https://static.toiimg.com/thumb/msid-61238512,width-219,height-317,imgsize-49241/61238512.jpg"
Top Cat,"09 Nov, 2012","['Hindi', 'English']",1 hr 30 mins,Animation,Melissa DisneyActor,,2.0,2.0,"As a film for children, this one is avoidable as it would only be a bore due to its length and lack of genuinely good humour.","https://static.toiimg.com/thumb/msid-61238524,width-219,height-317,imgsize-58378/61238524.jpg"
Chasing Mavericks,"26 Oct, 2012",['English'],1 hr 55 mins, Drama Sport,Gerard ButlerActor,"['Jonny Weston', 'Elisabeth Shue', 'Abigail Spencer']",3.0,2.3,"Chasing Mavericks is a good watch, purely for the subject and not the treatment. It’s an inspiring tale with huge potential of making a mark as a biopic.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Stolen,"09 Nov, 2012","['Hindi', 'English', 'Tamil']",1 hr 36 mins,Action,Simon West,"['Nicolas Cage', 'Josh Lucas', 'Malin Akerman']",2.5,2.0,"Stolen is one of those films where, ten minutes in, you can pretty accurately predict how things will pan out. There aren’t many surprises here.","https://static.toiimg.com/thumb/msid-61238407,width-219,height-317,imgsize-47289/61238407.jpg"
Trouble With The Curve,"02 Nov, 2012",['English'],1 hr 51 mins,Drama,Robert Lorenz,"['Clint Eastwood', 'Amy Adams', 'Justin Timberlake']",3.0,2.4,"No significant events happen in the film, it’s about how you deal with situations when life happens to you. It’s a simple story, brilliantly told.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Skyfall,"01 Nov, 2012","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 22 mins,Action,Sam Mendes,"['Daniel Craig', 'Judi Dench', 'Javier Bardem']",4.0,3.2,,"https://static.toiimg.com/thumb/msid-61238111,width-219,height-317,imgsize-27549/61238111.jpg"
Cloud Atlas,"26 Oct, 2012",['English'],2 hrs 45 mins,Drama,Tom HanksActor,"['Hugo Weaving', 'Jim Broadbent', 'Halle Berry']",3.5,2.8,"It’s intelligently made: while the first half of the movie’s stories progress forward, the second half goes somewhat backwards in history. There is some deadweight here.","https://static.toiimg.com/thumb/msid-61238255,width-219,height-317,imgsize-44131/61238255.jpg"
Ted,"26 Oct, 2012",['English'],1 hr 42 mins,Comedy,"Seth MacFarlane, Actor","['Mark Wahlberg', 'Mila Kunis', 'Giovanni Ribisi']",3.0,2.7,,"https://static.toiimg.com/thumb/msid-61238397,width-219,height-317,imgsize-33348/61238397.jpg"
Paranormal Activity 4,"18 Oct, 2012","['Hindi', 'English']",1 hr 28 mins,Horror,Kathryn NewtonActor,,1.5,1.7,,"https://static.toiimg.com/thumb/msid-61238364,width-219,height-317,imgsize-27512/61238364.jpg"
Premium Rush,"19 Oct, 2012","['Hindi', 'English']",1 hr 30 mins,Action,David Koepp,"['Joseph Gordon Levitt', 'Dania Ramirez', 'Michael Shannon']",3.0,2.6,"Premium Rush is fairly coherent, the bike stunts are cool and the film is filled with fast-paced chases that will often have you at the edge of your seat.","https://static.toiimg.com/thumb/msid-61238023,width-219,height-317,imgsize-53924/61238023.jpg"
Argo,"19 Oct, 2012",['English'],2 hrs 0 mins,Thriller,"Ben Affleck, Actor","['Bryan Cranston', 'Alan Arkin', 'John Goodman']",4.0,3.4,You will sense a fine balance and an acute attention to detailing. Watch out for certain powerful crowd scenes and set pieces that grab you with their sheer intensity and absolute terror.,"https://static.toiimg.com/thumb/msid-61238218,width-219,height-317,imgsize-42264/61238218.jpg"
Taken 2,"12 Oct, 2012",['English'],1 hr 35 mins,Action,Olivier Megaton,"['Liam Neeson', 'Famke Janssen', 'Maggie Grace']",3.0,2.9,This is one of those revenge flicks where you know how it could end but you'll strap on your seatbelt and go along for the ride anyway.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Looper,"12 Oct, 2012","['Hindi', 'English']",1 hr 58 mins,Sci-Fi,Rian Johnson,,4.0,3.2,"Time travel is invented in the future but is soon made illegal. Misusing this system however, are mob bosses, who send their victims 
into the past to be shot by ‘loopers’, so that their very existence is wiped out.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Killing Them Softly,"05 Oct, 2012",['English'],1 hr 38 mins,Thriller,Andrew Dominik,"['Brad Pitt', 'Scoot McNairy', 'Richard Jenkins']",3.5,2.7,"KTS captures America's enormity, emptiness and excitement - often killing the listener with silence. And some dynamite lines.","https://static.toiimg.com/thumb/msid-61238246,width-219,height-317,imgsize-27768/61238246.jpg"
The Possession,"31 Aug, 2012","['Hindi', 'English']",1 hr 32 mins,Horror,Ole Bornedal,,3.0,2.5,,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Resident Evil: Retribution,"28 Sep, 2012","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 36 mins,Action,Paul W.S. Anderson,"['Milla Jovovich', 'Bingbing Li', 'Sienna Guillory']",3.0,2.9,"The fifth installment has its share of action -- bullets, bombs and the zombies in thousands -- that makes you sit up as the blood and gore hits your face.","https://static.toiimg.com/thumb/msid-61238065,width-219,height-317,imgsize-38802/61238065.jpg"
Dredd 3D,"21 Sep, 2012","['Hindi', 'English', 'Tamil']",1 hr 35 mins,Sci-Fi,Karl UrbanActor,,3.0,2.7,"As long as the bullets keep whizzing -- there are a couple of slow, dead and non-action moments-- Dredd 3D has things going its way.","https://static.toiimg.com/thumb/msid-61238265,width-219,height-317,imgsize-35862/61238265.jpg"
Fire in Babylon,"21 Sep, 2012",[],Documentary,,,,4.0,3.5,"It's a vibrant, throbbing piece of world history told through the tale of test cricket played by one nation - the West Indies. Catch it.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Sammy 2,"21 Sep, 2012",[],Animation,,Joe ThomasActor,,3.0,2.7,"If you can keep all that man versus animal fight aside and enjoy the great plan the sea creatures have in order to execute the greater escape, you might as well give Sammy 2 a shot.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Moonrise Kingdom,"21 Sep, 2012",['English'],1 hr 34 mins,Drama,Wes Anderson,"['Bruce Willis', 'Edward Norton', 'Bill Murray']",3.0,2.7,"Bringing life to all this drama -- not for a single moment does all that teen-turned-adult philosophies and ideologies look comic -- are the performance by the leads, Jared Gilman and Kara Hayward.","https://static.toiimg.com/thumb/msid-61238234,width-219,height-317,imgsize-50365/61238234.jpg"
Special Forces,"14 Sep, 2012",['English'],1 hr 49 mins,Action,Diane KrugerActor,,3.0,2.3,What really makes Special Forces a little different is the very opening line of the movie that gives us ample food for thought -- The only way to change the world is to change the story.,"https://static.toiimg.com/thumb/msid-61238297,width-219,height-317,imgsize-6838/61238297.jpg"
Arbitrage,"14 Sep, 2012",['English'],1 hr 40 mins,Drama,Richard GereActor,"['Susan Sarandon', 'Tim Roth', 'Brit Marling']",3.0,2.5,,"https://static.toiimg.com/thumb/msid-61238212,width-219,height-317,imgsize-32493/61238212.jpg"
Tarbosaurus 3D,"14 Sep, 2012",[],Adventure,,,,3.0,2.5,"What works for Tarbosaurus 3D IS dinosaurs, dinosaurs and more dinosaurs. After all, the film talks about the tarbosaurus that lived some 80 million years ago.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Gone,"14 Sep, 2012",[],Thriller,,Amanda SeyfriedActor,"['Daniel Sunjata', 'Jennifer Carpenter', 'Sebastian Stan']",3.0,2.1,"What makes Gone watchable is the climax when all scores are settled with the bad guy. Precisely the moment when you feel some tension building up. However, all seems lost to the otherwise weak plot.","https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
To Rome With Love,"07 Sep, 2012",['English'],1 hr 52 mins,Comedy,"Woody Allen, Actor","['Judy Davis', 'Alec Baldwin', 'Penelope Cruz']",3.0,2.5,"Unfortunately, it is the script -- too many characters, too many sub plots, too many unexplained fundas/stories -- that leaves you rather disappointed.","https://static.toiimg.com/thumb/msid-61238129,width-219,height-317,imgsize-44391/61238129.jpg"
Hit and Run,"31 Aug, 2012",['English'],1 hr 40 mins,Drama,Dax ShepardActor,"['Kristen Bell', 'Tom Arnold', 'Michael Rosenbaum']",3.0,2.5,"Just settle for some situational comedy amidst the backdrop of Pure Imagination from Willy Wonka and the Chocolate Factory and Let My Love Open the Door, and you’d say this one is watchable.","https://static.toiimg.com/thumb/msid-61238274,width-219,height-317,imgsize-64811/61238274.jpg"
Bel Ami,"08 Jun, 2012",['English'],1 hr 42 mins, Drama Romance,Robert PattinsonActor,"['Uma Thurman', 'Kristin Scott Thomas', 'Christina Ricci']",3.0,2.6,Just make sure you've read the classic novel by Guy de Maupassant so that the somewhat missing links in the script help you connect everything.,"https://static.toiimg.com/thumb/msid-61236234,width-219,height-317,imgsize-10594/61236234.jpg"
The Campaign,"10 Aug, 2012",['English'],1 hr 25 mins,Drama,Jay Roach,"['Will Ferrell', 'Zach Galifianakis', 'Jason Sudeikis']",3.0,2.7,,"https://static.toiimg.com/thumb/msid-61238289,width-219,height-317,imgsize-43261/61238289.jpg"
Shark Night 3D,"31 Aug, 2012","['Hindi', 'English', 'Tamil']",1 hr 30 mins,Thriller,Sara PaxtonActor,"['Dustin Milligan', 'Chris Carmack', 'Katharine McPhee']",2.5,2.0,Watch Shark Night 3D and you are left guessing what genre this one actually fits into. It is neither a drama nor a horror nor a comedy.,"https://static.toiimg.com/thumb/msid-61238195,width-219,height-317,imgsize-33480/61238195.jpg"
Finding Nemo 3D,"24 Aug, 2012","['English', 'Tamil']",1 hr 40 mins,Animation,Andrew Stanton,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould']",4.0,3.5,Watch Finding Nemo (in 3D) if you have never seen it before. Watch Finding Nemo once again – this time in 3D -- if you have seen it all before.,"https://static.toiimg.com/thumb/msid-61238172,width-219,height-317,imgsize-43677/61238172.jpg"
The Expendables 2,"24 Aug, 2012","['Hindi', 'English', 'Tamil']",1 hr 43 mins,Action,Simon West,"['Sylvester Stallone', 'Jason Statham', 'Jet Li']",3.5,3.4,"It’s these bunch of cronies, trapped in the orgy of death and destruction, making up for all that misses... and of course hits. Time to settle down for some vintage bang-bang stuff!","https://static.toiimg.com/thumb/msid-61238163,width-219,height-317,imgsize-45631/61238163.jpg"
The Bourne Legacy,"10 Aug, 2012",['English'],2 hrs 15 mins,Action,Tony Gilroy,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton']",3.0,2.7,,"https://static.toiimg.com/thumb/msid-61237952,width-219,height-317,imgsize-30994/61237952.jpg"
The Cold Light of Day,"10 Aug, 2012",[],Action,,Henry CavillActor,,3.0,2.5,Don’t go with too many expectations... and you shall not complain between all that twists and turns in this conspiracy action thriller.,"https://static.toiimg.com/thumb/msid-61914123,width-219,height-317/61914123.jpg"
Total Recall,"03 Aug, 2012","['Hindi', 'English', 'Tamil']",1 hr 58 mins,Sci-Fi,Len Wiseman,"['Bokeem Woodbine', 'Colin Farrell', 'Kate Beckinsale']",3.5,3.5,"The plot is almost same as the 1990 film of the same name, but rest assured, Total Recall 2012 is understandably more hi-tech, racy and edge-of-the-seat kind of sci-fi thriller.","https://static.toiimg.com/thumb/msid-61237940,width-219,height-317,imgsize-39058/61237940.jpg"
Step Up Revolution,"03 Aug, 2012","['Hindi', 'English']",1 hr 39 mins, Drama Music Romance,Scott Speer,"['Kathryn McCormick', 'Ryan Guzman', 'Cleopatra Coleman']",3.0,3.1,"If dance is what you're looking for, you are not going to be disappointed. But if it's the plot, we should notify that it isn't that great.","https://static.toiimg.com/thumb/msid-61237931,width-219,height-317,imgsize-41718/61237931.jpg"
Ice Age: Continental Drift,"27 Jul, 2012","['Hindi', 'English', 'Tamil']",1 hr 28 mins,Animation,Steve Martino,"['Ray Romano', 'Queen Latifah', 'Keke Palmer']",3.5,3.5,,"https://static.toiimg.com/thumb/msid-61237058,width-219,height-317,imgsize-13246/61237058.jpg"
The Dark Knight Rises,"20 Jul, 2012","['Hindi', 'English', 'Tamil']",2 hrs 44 mins,Action,Christopher Nolan,"['Christian Bale', 'Tom Hardy', 'Anne Hathaway']",4.0,4.1,,"https://static.toiimg.com/thumb/msid-61237050,width-219,height-317,imgsize-48172/61237050.jpg"
Abraham Lincoln: Vampire Hunter,"13 Jul, 2012","['Hindi', 'English', 'Tamil']",1 hr 45 mins,Thriller,Timur Bekmambetov,"['Benjamin Walker', 'Rufus Sewell', 'Dominic Cooper']",3.5,3.4,It’s writer Seth Grahame-Smith kicking all that Vampire butt and director Timur Bekmambetov who makes sure to add his bit to this entertaining and engrossing slice of historical revisionism.,"https://static.toiimg.com/thumb/msid-61237798,width-219,height-317,imgsize-24875/61237798.jpg"
The Intouchables,"13 Jul, 2012",['English'],1 hr 52 mins,Drama,Francois CluzetActor,,4.0,3.6,A feel-good dramedy... against the sparkling Paris by night. A feel-good real life story of two buddies who still continue to live happily ever after even today.,"https://static.toiimg.com/thumb/msid-61237901,width-219,height-317,imgsize-38689/61237901.jpg"
Dylan Dog: Dead of Night,"06 Jul, 2012",['English'],1 hr 47 mins,Thriller,Brandon RouthActor,"['Anita Briem', 'Sam Huntington', 'Taye Diggs']",3.0,2.5,"It is watchable, for the movie is based on Tiziano Sclavi's Italian comic book series by the same name. So thrill, action, speed, chase, mystery and supernatural are there in aplenty.","https://static.toiimg.com/thumb/msid-61237890,width-219,height-317,imgsize-31308/61237890.jpg"
The Amazing Spider-Man,"29 Jun, 2012","['Hindi', 'English', 'Tamil', 'Telugu']",2 hrs 16 mins,Action,Marc Webb,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans']",4.0,3.4,"In case you’re expecting a take-two of the famous upside-down Spider-Man-Kirsten Dunst kiss, rest assured: you're not going to be disappointed. Something different in here, but equally smart.","https://static.toiimg.com/thumb/msid-61237041,width-219,height-317,imgsize-38344/61237041.jpg"
Brave,"22 Jun, 2012","['English', 'Tamil']",1 hr 40 mins,Animation,Mark Andrews,"['Kelly Macdonald', 'Billy Connolly', 'Emma Thompson']",3.5,3.1,,"https://static.toiimg.com/thumb/msid-61237810,width-219,height-317,imgsize-38151/61237810.jpg"
StreetDance 2,"22 Jun, 2012","['Hindi', 'English']",1 hr 25 mins, Drama Music Romance,Falk HentschelActor,,3.5,3.1,,"https://static.toiimg.com/thumb/msid-61237817,width-219,height-317,imgsize-50019/61237817.jpg"
Piranha 3DD,"15 Jun, 2012","['Hindi', 'English', 'Tamil', 'Telugu']",1 hr 23 mins,Thriller,Danielle PanabakerActor,,3.0,3.0,"Like the prequel, Piranha 3DD makes sure there is blood splattered across the screen while all are reduced to skeletons.","https://static.toiimg.com/thumb/msid-61237775,width-219,height-317,imgsize-41646/61237775.jpg"
Rock Of Ages,"15 Jun, 2012",['English'],2 hrs 3 mins, Musical Comedy Drama,Adam Shankman,"['Julianne Hough', 'Alec Baldwin', 'Tom Cruise']",3.5,2.9,"Don’t go looking for a great plot and something you have never seen before. Making up for that is the setting of LA of 80s, generously peppered with Rock’s greatest anthems.","https://static.toiimg.com/thumb/msid-61237765,width-219,height-317,imgsize-60538/61237765.jpg"
Prometheus,"08 Jun, 2012","['Hindi', 'English', 'Tamil']",2 hrs 4 mins,Sci-Fi,Ridley Scott,"['Noomi Rapace', 'Charlize Theron', 'Guy Pearce']",4.0,2.9,"All you sci-fi fans, Prometheus is an intellectual scientific adventure of epic grandeur. In fact, make sure you indulge in a more-than-one-time-viewing of the movie to get the idea bang on.","https://static.toiimg.com/thumb/msid-61237026,width-219,height-317,imgsize-26413/61237026.jpg"
Madagascar 3: Europe’s Most Wanted,"08 Jun, 2012",['English'],1 hr 25 mins,Animation,Ben StillerActor,"['Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith']",3.5,3.6,"The film has eye-popping visuals, vibrant animation, rib-tickling teasers, nuclear reactors, never ending chases, and a joyous abandon that makes for perfect tween fare.","https://static.toiimg.com/thumb/msid-61237738,width-219,height-317,imgsize-52457/61237738.jpg"
The Cabin in the Woods,"13 Apr, 2012","['Hindi', 'English']",1 hr 36 mins,Horror,Drew Goddard,"['Chris Hemsworth', 'Fran Kranz', 'Jesse Williams']",3.5,2.6,,"https://static.toiimg.com/thumb/msid-61237613,width-219,height-317,imgsize-39823/61237613.jpg"
